"""Notes""","""State of Residence""","""State of Residence Code""","""Year""","""Year Code""","""Number of Previous Cesareans""","""Number of Previous Cesareans Code""","Births"
NA,"""Maine""","""23""","""2016""","""2016""","""2 previous cesareans""","""2""",330
NA,"""Maine""","""23""","""2016""","""2016""","""3 previous cesareans""","""3""",70
NA,"""Maine""","""23""","""2016""","""2016""","""4 or more previous cesareans""","""4""",10
NA,"""Maine""","""23""","""2016""","""2016""","""Unknown or Not Stated""","""99""",16
NA,"""Maine""","""23""","""2017""","""2017""","""0 previous cesareans""","""0""",10848
NA,"""Maine""","""23""","""2017""","""2017""","""1 previous cesareans""","""1""",1040
NA,"""Maine""","""23""","""2017""","""2017""","""2 previous cesareans""","""2""",310
NA,"""Maine""","""23""","""2017""","""2017""","""3 previous cesareans""","""3""",78
NA,"""Maine""","""23""","""2017""","""2017""","""4 or more previous cesareans""","""4""",19
NA,"""Maine""","""23""","""2018""","""2018""","""0 previous cesareans""","""0""",10670
NA,"""Maine""","""23""","""2018""","""2018""","""1 previous cesareans""","""1""",1183
NA,"""Maine""","""23""","""2018""","""2018""","""2 previous cesareans""","""2""",344
NA,"""Maine""","""23""","""2018""","""2018""","""3 previous cesareans""","""3""",90
NA,"""Maine""","""23""","""2018""","""2018""","""4 or more previous cesareans""","""4""",22
NA,"""Maine""","""23""","""2019""","""2019""","""0 previous cesareans""","""0""",10160
NA,"""Maine""","""23""","""2019""","""2019""","""1 previous cesareans""","""1""",1171
NA,"""Maine""","""23""","""2019""","""2019""","""2 previous cesareans""","""2""",346
NA,"""Maine""","""23""","""2019""","""2019""","""3 previous cesareans""","""3""",80
NA,"""Maine""","""23""","""2019""","""2019""","""4 or more previous cesareans""","""4""",20
NA,"""Maine""","""23""","""2020""","""2020""","""0 previous cesareans""","""0""",9941
NA,"""Maine""","""23""","""2020""","""2020""","""1 previous cesareans""","""1""",1114
NA,"""Maine""","""23""","""2020""","""2020""","""2 previous cesareans""","""2""",368
NA,"""Maine""","""23""","""2020""","""2020""","""3 previous cesareans""","""3""",79
NA,"""Maine""","""23""","""2020""","""2020""","""4 or more previous cesareans""","""4""",36
NA,"""Maine""","""23""","""2021""","""2021""","""0 previous cesareans""","""0""",10307
NA,"""Maine""","""23""","""2021""","""2021""","""1 previous cesareans""","""1""",1272
NA,"""Maine""","""23""","""2021""","""2021""","""2 previous cesareans""","""2""",314
NA,"""Maine""","""23""","""2021""","""2021""","""3 previous cesareans""","""3""",82
NA,"""Maine""","""23""","""2021""","""2021""","""4 or more previous cesareans""","""4""",30
NA,"""Maryland""","""24""","""2016""","""2016""","""0 previous cesareans""","""0""",61306
NA,"""Maryland""","""24""","""2016""","""2016""","""1 previous cesareans""","""1""",8633
NA,"""Maryland""","""24""","""2016""","""2016""","""2 previous cesareans""","""2""",2346
NA,"""Maryland""","""24""","""2016""","""2016""","""3 previous cesareans""","""3""",546
NA,"""Maryland""","""24""","""2016""","""2016""","""4 or more previous cesareans""","""4""",153
NA,"""Maryland""","""24""","""2016""","""2016""","""Unknown or Not Stated""","""99""",152
NA,"""Maryland""","""24""","""2017""","""2017""","""0 previous cesareans""","""0""",59726
NA,"""Maryland""","""24""","""2017""","""2017""","""1 previous cesareans""","""1""",8530
NA,"""Maryland""","""24""","""2017""","""2017""","""2 previous cesareans""","""2""",2462
NA,"""Maryland""","""24""","""2017""","""2017""","""3 previous cesareans""","""3""",634
NA,"""Maryland""","""24""","""2017""","""2017""","""4 or more previous cesareans""","""4""",155
NA,"""Maryland""","""24""","""2017""","""2017""","""Unknown or Not Stated""","""99""",134
NA,"""Maryland""","""24""","""2018""","""2018""","""0 previous cesareans""","""0""",58989
NA,"""Maryland""","""24""","""2018""","""2018""","""1 previous cesareans""","""1""",8612
NA,"""Maryland""","""24""","""2018""","""2018""","""2 previous cesareans""","""2""",2590
NA,"""Maryland""","""24""","""2018""","""2018""","""3 previous cesareans""","""3""",634
NA,"""Maryland""","""24""","""2018""","""2018""","""4 or more previous cesareans""","""4""",163
NA,"""Maryland""","""24""","""2018""","""2018""","""Unknown or Not Stated""","""99""",92
NA,"""Maryland""","""24""","""2019""","""2019""","""0 previous cesareans""","""0""",58620
NA,"""Maryland""","""24""","""2019""","""2019""","""1 previous cesareans""","""1""",8076
NA,"""Maryland""","""24""","""2019""","""2019""","""2 previous cesareans""","""2""",2577
NA,"""Maryland""","""24""","""2019""","""2019""","""3 previous cesareans""","""3""",645
NA,"""Maryland""","""24""","""2019""","""2019""","""4 or more previous cesareans""","""4""",175
NA,"""Maryland""","""24""","""2019""","""2019""","""Unknown or Not Stated""","""99""",85
NA,"""Maryland""","""24""","""2020""","""2020""","""0 previous cesareans""","""0""",56795
NA,"""Maryland""","""24""","""2020""","""2020""","""1 previous cesareans""","""1""",8173
NA,"""Maryland""","""24""","""2020""","""2020""","""2 previous cesareans""","""2""",2703
NA,"""Maryland""","""24""","""2020""","""2020""","""3 previous cesareans""","""3""",635
NA,"""Maryland""","""24""","""2020""","""2020""","""4 or more previous cesareans""","""4""",180
NA,"""Maryland""","""24""","""2020""","""2020""","""Unknown or Not Stated""","""99""",68
NA,"""Maryland""","""24""","""2021""","""2021""","""0 previous cesareans""","""0""",56854
NA,"""Maryland""","""24""","""2021""","""2021""","""1 previous cesareans""","""1""",7953
NA,"""Maryland""","""24""","""2021""","""2021""","""2 previous cesareans""","""2""",2548
NA,"""Maryland""","""24""","""2021""","""2021""","""3 previous cesareans""","""3""",679
NA,"""Maryland""","""24""","""2021""","""2021""","""4 or more previous cesareans""","""4""",171
NA,"""Maryland""","""24""","""2021""","""2021""","""Unknown or Not Stated""","""99""",80
NA,"""Massachusetts""","""25""","""2016""","""2016""","""0 previous cesareans""","""0""",60507
NA,"""Massachusetts""","""25""","""2016""","""2016""","""1 previous cesareans""","""1""",8271
NA,"""Massachusetts""","""25""","""2016""","""2016""","""2 previous cesareans""","""2""",1944
NA,"""Massachusetts""","""25""","""2016""","""2016""","""3 previous cesareans""","""3""",414
NA,"""Massachusetts""","""25""","""2016""","""2016""","""4 or more previous cesareans""","""4""",82
NA,"""Massachusetts""","""25""","""2016""","""2016""","""Unknown or Not Stated""","""99""",99
NA,"""Massachusetts""","""25""","""2017""","""2017""","""0 previous cesareans""","""0""",59646
NA,"""Massachusetts""","""25""","""2017""","""2017""","""1 previous cesareans""","""1""",8423
NA,"""Massachusetts""","""25""","""2017""","""2017""","""2 previous cesareans""","""2""",2066
NA,"""Massachusetts""","""25""","""2017""","""2017""","""3 previous cesareans""","""3""",401
NA,"""Massachusetts""","""25""","""2017""","""2017""","""4 or more previous cesareans""","""4""",76
NA,"""Massachusetts""","""25""","""2017""","""2017""","""Unknown or Not Stated""","""99""",90
NA,"""Massachusetts""","""25""","""2018""","""2018""","""0 previous cesareans""","""0""",58300
NA,"""Massachusetts""","""25""","""2018""","""2018""","""1 previous cesareans""","""1""",8077
NA,"""Massachusetts""","""25""","""2018""","""2018""","""2 previous cesareans""","""2""",2112
NA,"""Massachusetts""","""25""","""2018""","""2018""","""3 previous cesareans""","""3""",447
NA,"""Massachusetts""","""25""","""2018""","""2018""","""4 or more previous cesareans""","""4""",96
NA,"""Massachusetts""","""25""","""2018""","""2018""","""Unknown or Not Stated""","""99""",77
NA,"""Massachusetts""","""25""","""2019""","""2019""","""0 previous cesareans""","""0""",58482
NA,"""Massachusetts""","""25""","""2019""","""2019""","""1 previous cesareans""","""1""",7949
NA,"""Massachusetts""","""25""","""2019""","""2019""","""2 previous cesareans""","""2""",2011
NA,"""Massachusetts""","""25""","""2019""","""2019""","""3 previous cesareans""","""3""",438
NA,"""Massachusetts""","""25""","""2019""","""2019""","""4 or more previous cesareans""","""4""",98
NA,"""Massachusetts""","""25""","""2019""","""2019""","""Unknown or Not Stated""","""99""",139
NA,"""Massachusetts""","""25""","""2020""","""2020""","""0 previous cesareans""","""0""",55950
NA,"""Massachusetts""","""25""","""2020""","""2020""","""1 previous cesareans""","""1""",7817
NA,"""Massachusetts""","""25""","""2020""","""2020""","""2 previous cesareans""","""2""",1940
NA,"""Massachusetts""","""25""","""2020""","""2020""","""3 previous cesareans""","""3""",399
NA,"""Massachusetts""","""25""","""2020""","""2020""","""4 or more previous cesareans""","""4""",84
NA,"""Massachusetts""","""25""","""2020""","""2020""","""Unknown or Not Stated""","""99""",238
NA,"""Massachusetts""","""25""","""2021""","""2021""","""0 previous cesareans""","""0""",58426
NA,"""Massachusetts""","""25""","""2021""","""2021""","""1 previous cesareans""","""1""",7963
NA,"""Massachusetts""","""25""","""2021""","""2021""","""2 previous cesareans""","""2""",2063
NA,"""Massachusetts""","""25""","""2021""","""2021""","""3 previous cesareans""","""3""",388
NA,"""Massachusetts""","""25""","""2021""","""2021""","""4 or more previous cesareans""","""4""",83
NA,"""Massachusetts""","""25""","""2021""","""2021""","""Unknown or Not Stated""","""99""",214
NA,"""Michigan""","""26""","""2016""","""2016""","""0 previous cesareans""","""0""",96864
NA,"""Michigan""","""26""","""2016""","""2016""","""1 previous cesareans""","""1""",11172
NA,"""Michigan""","""26""","""2016""","""2016""","""2 previous cesareans""","""2""",3760
NA,"""Michigan""","""26""","""2016""","""2016""","""3 previous cesareans""","""3""",974
NA,"""Michigan""","""26""","""2016""","""2016""","""4 or more previous cesareans""","""4""",254
NA,"""Michigan""","""26""","""2016""","""2016""","""Unknown or Not Stated""","""99""",291
NA,"""Michigan""","""26""","""2017""","""2017""","""0 previous cesareans""","""0""",95167
NA,"""Michigan""","""26""","""2017""","""2017""","""1 previous cesareans""","""1""",10989
NA,"""Michigan""","""26""","""2017""","""2017""","""2 previous cesareans""","""2""",3633
NA,"""Michigan""","""26""","""2017""","""2017""","""3 previous cesareans""","""3""",991
NA,"""Michigan""","""26""","""2017""","""2017""","""4 or more previous cesareans""","""4""",308
NA,"""Michigan""","""26""","""2017""","""2017""","""Unknown or Not Stated""","""99""",338
NA,"""Michigan""","""26""","""2018""","""2018""","""0 previous cesareans""","""0""",93861
NA,"""Michigan""","""26""","""2018""","""2018""","""1 previous cesareans""","""1""",10841
NA,"""Michigan""","""26""","""2018""","""2018""","""2 previous cesareans""","""2""",3641
NA,"""Michigan""","""26""","""2018""","""2018""","""3 previous cesareans""","""3""",1029
NA,"""Michigan""","""26""","""2018""","""2018""","""4 or more previous cesareans""","""4""",288
NA,"""Michigan""","""26""","""2018""","""2018""","""Unknown or Not Stated""","""99""",372
NA,"""Michigan""","""26""","""2019""","""2019""","""0 previous cesareans""","""0""",91801
NA,"""Michigan""","""26""","""2019""","""2019""","""1 previous cesareans""","""1""",10741
NA,"""Michigan""","""26""","""2019""","""2019""","""2 previous cesareans""","""2""",3635
NA,"""Michigan""","""26""","""2019""","""2019""","""3 previous cesareans""","""3""",1089
NA,"""Michigan""","""26""","""2019""","""2019""","""4 or more previous cesareans""","""4""",328
NA,"""Michigan""","""26""","""2019""","""2019""","""Unknown or Not Stated""","""99""",292
NA,"""Michigan""","""26""","""2020""","""2020""","""0 previous cesareans""","""0""",88967
NA,"""Michigan""","""26""","""2020""","""2020""","""1 previous cesareans""","""1""",10179
NA,"""Michigan""","""26""","""2020""","""2020""","""2 previous cesareans""","""2""",3408
NA,"""Michigan""","""26""","""2020""","""2020""","""3 previous cesareans""","""3""",1000
NA,"""Michigan""","""26""","""2020""","""2020""","""4 or more previous cesareans""","""4""",305
NA,"""Michigan""","""26""","""2020""","""2020""","""Unknown or Not Stated""","""99""",215
NA,"""Michigan""","""26""","""2021""","""2021""","""0 previous cesareans""","""0""",88900
NA,"""Michigan""","""26""","""2021""","""2021""","""1 previous cesareans""","""1""",11012
NA,"""Michigan""","""26""","""2021""","""2021""","""2 previous cesareans""","""2""",3546
NA,"""Michigan""","""26""","""2021""","""2021""","""3 previous cesareans""","""3""",1064
NA,"""Michigan""","""26""","""2021""","""2021""","""4 or more previous cesareans""","""4""",307
NA,"""Michigan""","""26""","""2021""","""2021""","""Unknown or Not Stated""","""99""",151
NA,"""Minnesota""","""27""","""2016""","""2016""","""0 previous cesareans""","""0""",60019
NA,"""Minnesota""","""27""","""2016""","""2016""","""1 previous cesareans""","""1""",6760
NA,"""Minnesota""","""27""","""2016""","""2016""","""2 previous cesareans""","""2""",2100
NA,"""Minnesota""","""27""","""2016""","""2016""","""3 previous cesareans""","""3""",590
NA,"""Minnesota""","""27""","""2016""","""2016""","""4 or more previous cesareans""","""4""",199
NA,"""Minnesota""","""27""","""2016""","""2016""","""Unknown or Not Stated""","""99""",81
NA,"""Minnesota""","""27""","""2017""","""2017""","""0 previous cesareans""","""0""",59024
NA,"""Minnesota""","""27""","""2017""","""2017""","""1 previous cesareans""","""1""",6642
NA,"""Minnesota""","""27""","""2017""","""2017""","""2 previous cesareans""","""2""",2066
NA,"""Minnesota""","""27""","""2017""","""2017""","""3 previous cesareans""","""3""",559
NA,"""Minnesota""","""27""","""2017""","""2017""","""4 or more previous cesareans""","""4""",185
NA,"""Minnesota""","""27""","""2017""","""2017""","""Unknown or Not Stated""","""99""",119
NA,"""Minnesota""","""27""","""2018""","""2018""","""0 previous cesareans""","""0""",57870
NA,"""Minnesota""","""27""","""2018""","""2018""","""1 previous cesareans""","""1""",6622
NA,"""Minnesota""","""27""","""2018""","""2018""","""2 previous cesareans""","""2""",2019
NA,"""Minnesota""","""27""","""2018""","""2018""","""3 previous cesareans""","""3""",572
NA,"""Minnesota""","""27""","""2018""","""2018""","""4 or more previous cesareans""","""4""",208
NA,"""Minnesota""","""27""","""2018""","""2018""","""Unknown or Not Stated""","""99""",53
NA,"""Minnesota""","""27""","""2019""","""2019""","""0 previous cesareans""","""0""",56460
NA,"""Minnesota""","""27""","""2019""","""2019""","""1 previous cesareans""","""1""",6708
NA,"""Minnesota""","""27""","""2019""","""2019""","""2 previous cesareans""","""2""",1987
NA,"""Minnesota""","""27""","""2019""","""2019""","""3 previous cesareans""","""3""",582
NA,"""Minnesota""","""27""","""2019""","""2019""","""4 or more previous cesareans""","""4""",207
NA,"""Minnesota""","""27""","""2019""","""2019""","""Unknown or Not Stated""","""99""",83
NA,"""Minnesota""","""27""","""2020""","""2020""","""0 previous cesareans""","""0""",54180
NA,"""Minnesota""","""27""","""2020""","""2020""","""1 previous cesareans""","""1""",6572
NA,"""Minnesota""","""27""","""2020""","""2020""","""2 previous cesareans""","""2""",1874
NA,"""Minnesota""","""27""","""2020""","""2020""","""3 previous cesareans""","""3""",572
NA,"""Minnesota""","""27""","""2020""","""2020""","""4 or more previous cesareans""","""4""",185
NA,"""Minnesota""","""27""","""2020""","""2020""","""Unknown or Not Stated""","""99""",60
NA,"""Minnesota""","""27""","""2021""","""2021""","""0 previous cesareans""","""0""",54796
NA,"""Minnesota""","""27""","""2021""","""2021""","""1 previous cesareans""","""1""",6762
NA,"""Minnesota""","""27""","""2021""","""2021""","""2 previous cesareans""","""2""",1987
NA,"""Minnesota""","""27""","""2021""","""2021""","""3 previous cesareans""","""3""",602
NA,"""Minnesota""","""27""","""2021""","""2021""","""4 or more previous cesareans""","""4""",211
NA,"""Minnesota""","""27""","""2021""","""2021""","""Unknown or Not Stated""","""99""",67
NA,"""Mississippi""","""28""","""2016""","""2016""","""0 previous cesareans""","""0""",31037
NA,"""Mississippi""","""28""","""2016""","""2016""","""1 previous cesareans""","""1""",4442
NA,"""Mississippi""","""28""","""2016""","""2016""","""2 previous cesareans""","""2""",1815
NA,"""Mississippi""","""28""","""2016""","""2016""","""3 previous cesareans""","""3""",472
NA,"""Mississippi""","""28""","""2016""","""2016""","""4 or more previous cesareans""","""4""",128
NA,"""Mississippi""","""28""","""2016""","""2016""","""Unknown or Not Stated""","""99""",34
NA,"""Mississippi""","""28""","""2017""","""2017""","""0 previous cesareans""","""0""",30420
NA,"""Mississippi""","""28""","""2017""","""2017""","""1 previous cesareans""","""1""",4411
NA,"""Mississippi""","""28""","""2017""","""2017""","""2 previous cesareans""","""2""",1875
NA,"""Mississippi""","""28""","""2017""","""2017""","""3 previous cesareans""","""3""",509
NA,"""Mississippi""","""28""","""2017""","""2017""","""4 or more previous cesareans""","""4""",113
NA,"""Mississippi""","""28""","""2017""","""2017""","""Unknown or Not Stated""","""99""",29
NA,"""Mississippi""","""28""","""2018""","""2018""","""0 previous cesareans""","""0""",29745
NA,"""Mississippi""","""28""","""2018""","""2018""","""1 previous cesareans""","""1""",4605
NA,"""Mississippi""","""28""","""2018""","""2018""","""2 previous cesareans""","""2""",1927
NA,"""Mississippi""","""28""","""2018""","""2018""","""3 previous cesareans""","""3""",545
NA,"""Mississippi""","""28""","""2018""","""2018""","""4 or more previous cesareans""","""4""",136
NA,"""Mississippi""","""28""","""2018""","""2018""","""Unknown or Not Stated""","""99""",42
NA,"""Mississippi""","""28""","""2019""","""2019""","""0 previous cesareans""","""0""",29367
NA,"""Mississippi""","""28""","""2019""","""2019""","""1 previous cesareans""","""1""",4567
NA,"""Mississippi""","""28""","""2019""","""2019""","""2 previous cesareans""","""2""",1926
NA,"""Mississippi""","""28""","""2019""","""2019""","""3 previous cesareans""","""3""",582
NA,"""Mississippi""","""28""","""2019""","""2019""","""4 or more previous cesareans""","""4""",168
NA,"""Mississippi""","""28""","""2019""","""2019""","""Unknown or Not Stated""","""99""",26
NA,"""Mississippi""","""28""","""2020""","""2020""","""0 previous cesareans""","""0""",28706
NA,"""Mississippi""","""28""","""2020""","""2020""","""1 previous cesareans""","""1""",4288
NA,"""Mississippi""","""28""","""2020""","""2020""","""2 previous cesareans""","""2""",1807
NA,"""Mississippi""","""28""","""2020""","""2020""","""3 previous cesareans""","""3""",504
NA,"""Mississippi""","""28""","""2020""","""2020""","""4 or more previous cesareans""","""4""",150
NA,"""Mississippi""","""28""","""2020""","""2020""","""Unknown or Not Stated""","""99""",18
NA,"""Mississippi""","""28""","""2021""","""2021""","""0 previous cesareans""","""0""",28362
NA,"""Mississippi""","""28""","""2021""","""2021""","""1 previous cesareans""","""1""",4265
NA,"""Mississippi""","""28""","""2021""","""2021""","""2 previous cesareans""","""2""",1829
NA,"""Mississippi""","""28""","""2021""","""2021""","""3 previous cesareans""","""3""",497
NA,"""Mississippi""","""28""","""2021""","""2021""","""4 or more previous cesareans""","""4""",183
NA,"""Mississippi""","""28""","""2021""","""2021""","""Unknown or Not Stated""","""99""",20
NA,"""Missouri""","""29""","""2016""","""2016""","""0 previous cesareans""","""0""",64532
NA,"""Missouri""","""29""","""2016""","""2016""","""1 previous cesareans""","""1""",6849
NA,"""Missouri""","""29""","""2016""","""2016""","""2 previous cesareans""","""2""",2431
NA,"""Missouri""","""29""","""2016""","""2016""","""3 previous cesareans""","""3""",678
NA,"""Missouri""","""29""","""2016""","""2016""","""4 or more previous cesareans""","""4""",180
NA,"""Missouri""","""29""","""2016""","""2016""","""Unknown or Not Stated""","""99""",35
NA,"""Missouri""","""29""","""2017""","""2017""","""0 previous cesareans""","""0""",62916
NA,"""Missouri""","""29""","""2017""","""2017""","""1 previous cesareans""","""1""",6762
NA,"""Missouri""","""29""","""2017""","""2017""","""2 previous cesareans""","""2""",2388
NA,"""Missouri""","""29""","""2017""","""2017""","""3 previous cesareans""","""3""",730
NA,"""Missouri""","""29""","""2017""","""2017""","""4 or more previous cesareans""","""4""",188
NA,"""Missouri""","""29""","""2017""","""2017""","""Unknown or Not Stated""","""99""",50
NA,"""Missouri""","""29""","""2018""","""2018""","""0 previous cesareans""","""0""",63091
NA,"""Missouri""","""29""","""2018""","""2018""","""1 previous cesareans""","""1""",6808
NA,"""Missouri""","""29""","""2018""","""2018""","""2 previous cesareans""","""2""",2402
NA,"""Missouri""","""29""","""2018""","""2018""","""3 previous cesareans""","""3""",730
NA,"""Missouri""","""29""","""2018""","""2018""","""4 or more previous cesareans""","""4""",216
NA,"""Missouri""","""29""","""2018""","""2018""","""Unknown or Not Stated""","""99""",22
NA,"""Missouri""","""29""","""2019""","""2019""","""0 previous cesareans""","""0""",61688
NA,"""Missouri""","""29""","""2019""","""2019""","""1 previous cesareans""","""1""",6871
NA,"""Missouri""","""29""","""2019""","""2019""","""2 previous cesareans""","""2""",2487
NA,"""Missouri""","""29""","""2019""","""2019""","""3 previous cesareans""","""3""",766
NA,"""Missouri""","""29""","""2019""","""2019""","""4 or more previous cesareans""","""4""",253
NA,"""Missouri""","""29""","""2019""","""2019""","""Unknown or Not Stated""","""99""",62
NA,"""Missouri""","""29""","""2020""","""2020""","""0 previous cesareans""","""0""",59522
NA,"""Missouri""","""29""","""2020""","""2020""","""1 previous cesareans""","""1""",6501
NA,"""Missouri""","""29""","""2020""","""2020""","""2 previous cesareans""","""2""",2270
NA,"""Missouri""","""29""","""2020""","""2020""","""3 previous cesareans""","""3""",732
NA,"""Missouri""","""29""","""2020""","""2020""","""4 or more previous cesareans""","""4""",215
NA,"""Missouri""","""29""","""2020""","""2020""","""Unknown or Not Stated""","""99""",45
NA,"""Missouri""","""29""","""2021""","""2021""","""0 previous cesareans""","""0""",59513
NA,"""Missouri""","""29""","""2021""","""2021""","""1 previous cesareans""","""1""",6633
NA,"""Missouri""","""29""","""2021""","""2021""","""2 previous cesareans""","""2""",2348
NA,"""Missouri""","""29""","""2021""","""2021""","""3 previous cesareans""","""3""",680
NA,"""Missouri""","""29""","""2021""","""2021""","""4 or more previous cesareans""","""4""",250
NA,"""Missouri""","""29""","""2021""","""2021""","""Unknown or Not Stated""","""99""",29
NA,"""Montana""","""30""","""2016""","""2016""","""0 previous cesareans""","""0""",10517
NA,"""Montana""","""30""","""2016""","""2016""","""1 previous cesareans""","""1""",1167
NA,"""Montana""","""30""","""2016""","""2016""","""2 previous cesareans""","""2""",422
NA,"""Montana""","""30""","""2016""","""2016""","""3 previous cesareans""","""3""",117
NA,"""Montana""","""30""","""2016""","""2016""","""4 or more previous cesareans""","""4""",46
NA,"""Montana""","""30""","""2016""","""2016""","""Unknown or Not Stated""","""99""",13
NA,"""Montana""","""30""","""2017""","""2017""","""0 previous cesareans""","""0""",10177
NA,"""Montana""","""30""","""2017""","""2017""","""1 previous cesareans""","""1""",1090
NA,"""Montana""","""30""","""2017""","""2017""","""2 previous cesareans""","""2""",375
NA,"""Montana""","""30""","""2017""","""2017""","""3 previous cesareans""","""3""",112
NA,"""Montana""","""30""","""2017""","""2017""","""4 or more previous cesareans""","""4""",38
NA,"""Montana""","""30""","""2018""","""2018""","""0 previous cesareans""","""0""",9931
NA,"""Montana""","""30""","""2018""","""2018""","""1 previous cesareans""","""1""",1051
NA,"""Montana""","""30""","""2018""","""2018""","""2 previous cesareans""","""2""",377
NA,"""Montana""","""30""","""2018""","""2018""","""3 previous cesareans""","""3""",117
NA,"""Montana""","""30""","""2018""","""2018""","""4 or more previous cesareans""","""4""",31
NA,"""Montana""","""30""","""2019""","""2019""","""0 previous cesareans""","""0""",9490
NA,"""Montana""","""30""","""2019""","""2019""","""1 previous cesareans""","""1""",1037
NA,"""Montana""","""30""","""2019""","""2019""","""2 previous cesareans""","""2""",382
NA,"""Montana""","""30""","""2019""","""2019""","""3 previous cesareans""","""3""",116
NA,"""Montana""","""30""","""2019""","""2019""","""4 or more previous cesareans""","""4""",52
NA,"""Montana""","""30""","""2020""","""2020""","""0 previous cesareans""","""0""",9310
NA,"""Montana""","""30""","""2020""","""2020""","""1 previous cesareans""","""1""",965
NA,"""Montana""","""30""","""2020""","""2020""","""2 previous cesareans""","""2""",358
NA,"""Montana""","""30""","""2020""","""2020""","""3 previous cesareans""","""3""",119
NA,"""Montana""","""30""","""2020""","""2020""","""4 or more previous cesareans""","""4""",38
NA,"""Montana""","""30""","""2021""","""2021""","""0 previous cesareans""","""0""",9757
NA,"""Montana""","""30""","""2021""","""2021""","""1 previous cesareans""","""1""",976
NA,"""Montana""","""30""","""2021""","""2021""","""2 previous cesareans""","""2""",346
NA,"""Montana""","""30""","""2021""","""2021""","""3 previous cesareans""","""3""",115
NA,"""Montana""","""30""","""2021""","""2021""","""4 or more previous cesareans""","""4""",37
NA,"""Nebraska""","""31""","""2016""","""2016""","""0 previous cesareans""","""0""",22260
NA,"""Nebraska""","""31""","""2016""","""2016""","""1 previous cesareans""","""1""",2759
NA,"""Nebraska""","""31""","""2016""","""2016""","""2 previous cesareans""","""2""",1100
NA,"""Nebraska""","""31""","""2016""","""2016""","""3 previous cesareans""","""3""",334
NA,"""Nebraska""","""31""","""2016""","""2016""","""4 or more previous cesareans""","""4""",97
NA,"""Nebraska""","""31""","""2016""","""2016""","""Unknown or Not Stated""","""99""",39
NA,"""Nebraska""","""31""","""2017""","""2017""","""0 previous cesareans""","""0""",21668
NA,"""Nebraska""","""31""","""2017""","""2017""","""1 previous cesareans""","""1""",2610
NA,"""Nebraska""","""31""","""2017""","""2017""","""2 previous cesareans""","""2""",1052
NA,"""Nebraska""","""31""","""2017""","""2017""","""3 previous cesareans""","""3""",334
NA,"""Nebraska""","""31""","""2017""","""2017""","""4 or more previous cesareans""","""4""",130
NA,"""Nebraska""","""31""","""2017""","""2017""","""Unknown or Not Stated""","""99""",27
NA,"""Nebraska""","""31""","""2018""","""2018""","""0 previous cesareans""","""0""",21255
NA,"""Nebraska""","""31""","""2018""","""2018""","""1 previous cesareans""","""1""",2771
NA,"""Nebraska""","""31""","""2018""","""2018""","""2 previous cesareans""","""2""",1003
NA,"""Nebraska""","""31""","""2018""","""2018""","""3 previous cesareans""","""3""",345
NA,"""Nebraska""","""31""","""2018""","""2018""","""4 or more previous cesareans""","""4""",85
NA,"""Nebraska""","""31""","""2018""","""2018""","""Unknown or Not Stated""","""99""",29
NA,"""Nebraska""","""31""","""2019""","""2019""","""0 previous cesareans""","""0""",20750
NA,"""Nebraska""","""31""","""2019""","""2019""","""1 previous cesareans""","""1""",2581
NA,"""Nebraska""","""31""","""2019""","""2019""","""2 previous cesareans""","""2""",979
NA,"""Nebraska""","""31""","""2019""","""2019""","""3 previous cesareans""","""3""",312
NA,"""Nebraska""","""31""","""2019""","""2019""","""4 or more previous cesareans""","""4""",103
NA,"""Nebraska""","""31""","""2019""","""2019""","""Unknown or Not Stated""","""99""",30
NA,"""Nebraska""","""31""","""2020""","""2020""","""0 previous cesareans""","""0""",20265
NA,"""Nebraska""","""31""","""2020""","""2020""","""1 previous cesareans""","""1""",2593
NA,"""Nebraska""","""31""","""2020""","""2020""","""2 previous cesareans""","""2""",986
NA,"""Nebraska""","""31""","""2020""","""2020""","""3 previous cesareans""","""3""",274
NA,"""Nebraska""","""31""","""2020""","""2020""","""4 or more previous cesareans""","""4""",121
NA,"""Nebraska""","""31""","""2020""","""2020""","""Unknown or Not Stated""","""99""",52
NA,"""Nebraska""","""31""","""2021""","""2021""","""0 previous cesareans""","""0""",20779
NA,"""Nebraska""","""31""","""2021""","""2021""","""1 previous cesareans""","""1""",2440
NA,"""Nebraska""","""31""","""2021""","""2021""","""2 previous cesareans""","""2""",938
NA,"""Nebraska""","""31""","""2021""","""2021""","""3 previous cesareans""","""3""",295
NA,"""Nebraska""","""31""","""2021""","""2021""","""4 or more previous cesareans""","""4""",119
NA,"""Nebraska""","""31""","""2021""","""2021""","""Unknown or Not Stated""","""99""",38
NA,"""Nevada""","""32""","""2016""","""2016""","""0 previous cesareans""","""0""",30959
NA,"""Nevada""","""32""","""2016""","""2016""","""1 previous cesareans""","""1""",3539
NA,"""Nevada""","""32""","""2016""","""2016""","""2 previous cesareans""","""2""",1253
NA,"""Nevada""","""32""","""2016""","""2016""","""3 previous cesareans""","""3""",393
NA,"""Nevada""","""32""","""2016""","""2016""","""4 or more previous cesareans""","""4""",116
NA,"""Nevada""","""32""","""2017""","""2017""","""0 previous cesareans""","""0""",30677
NA,"""Nevada""","""32""","""2017""","""2017""","""1 previous cesareans""","""1""",3252
NA,"""Nevada""","""32""","""2017""","""2017""","""2 previous cesareans""","""2""",1287
