"""Notes""","""State of Residence""","""State of Residence Code""","""Year""","""Year Code""","""Eclampsia""","""Eclampsia Code""","Births"
NA,"""Wyoming""","""56""","""2016""","""2016""","""No""","""2""",7337
NA,"""Wyoming""","""56""","""2017""","""2017""","""Yes""","""1""",38
NA,"""Wyoming""","""56""","""2017""","""2017""","""No""","""2""",6864
NA,"""Wyoming""","""56""","""2018""","""2018""","""Yes""","""1""",45
NA,"""Wyoming""","""56""","""2018""","""2018""","""No""","""2""",6517
NA,"""Wyoming""","""56""","""2019""","""2019""","""Yes""","""1""",34
NA,"""Wyoming""","""56""","""2019""","""2019""","""No""","""2""",6531
NA,"""Wyoming""","""56""","""2020""","""2020""","""Yes""","""1""",52
NA,"""Wyoming""","""56""","""2020""","""2020""","""No""","""2""",6075
NA,"""Wyoming""","""56""","""2021""","""2021""","""Yes""","""1""",39
NA,"""Wyoming""","""56""","""2021""","""2021""","""No""","""2""",6196
