"""Notes""","""State of Residence""","""State of Residence Code""","""Year""","""Year Code""","""Infections Checked""","""Infections Checked Code""","Births"
NA,"""Texas""","""48""","""2020""","""2020""","""At least one checked""","""0""",8890
NA,"""Texas""","""48""","""2020""","""2020""","""None checked""","""1""",358484
NA,"""Texas""","""48""","""2020""","""2020""","""Unknown or Not Stated""","""9""",816
NA,"""Texas""","""48""","""2021""","""2021""","""At least one checked""","""0""",8764
NA,"""Texas""","""48""","""2021""","""2021""","""None checked""","""1""",364001
NA,"""Texas""","""48""","""2021""","""2021""","""Unknown or Not Stated""","""9""",829
NA,"""Utah""","""49""","""2016""","""2016""","""At least one checked""","""0""",713
NA,"""Utah""","""49""","""2016""","""2016""","""None checked""","""1""",49750
NA,"""Utah""","""49""","""2017""","""2017""","""At least one checked""","""0""",680
NA,"""Utah""","""49""","""2017""","""2017""","""None checked""","""1""",47905
NA,"""Utah""","""49""","""2018""","""2018""","""At least one checked""","""0""",619
NA,"""Utah""","""49""","""2018""","""2018""","""None checked""","""1""",46589
NA,"""Utah""","""49""","""2019""","""2019""","""At least one checked""","""0""",642
NA,"""Utah""","""49""","""2019""","""2019""","""None checked""","""1""",46183
NA,"""Utah""","""49""","""2020""","""2020""","""At least one checked""","""0""",551
NA,"""Utah""","""49""","""2020""","""2020""","""None checked""","""1""",45151
NA,"""Utah""","""49""","""2021""","""2021""","""At least one checked""","""0""",499
NA,"""Utah""","""49""","""2021""","""2021""","""None checked""","""1""",46213
NA,"""Vermont""","""50""","""2016""","""2016""","""At least one checked""","""0""",166
NA,"""Vermont""","""50""","""2016""","""2016""","""None checked""","""1""",5590
NA,"""Vermont""","""50""","""2017""","""2017""","""At least one checked""","""0""",195
NA,"""Vermont""","""50""","""2017""","""2017""","""None checked""","""1""",5460
NA,"""Vermont""","""50""","""2018""","""2018""","""At least one checked""","""0""",169
NA,"""Vermont""","""50""","""2018""","""2018""","""None checked""","""1""",5262
NA,"""Vermont""","""50""","""2019""","""2019""","""At least one checked""","""0""",136
NA,"""Vermont""","""50""","""2019""","""2019""","""None checked""","""1""",5224
NA,"""Vermont""","""50""","""2020""","""2020""","""At least one checked""","""0""",134
NA,"""Vermont""","""50""","""2020""","""2020""","""None checked""","""1""",4997
NA,"""Vermont""","""50""","""2021""","""2021""","""At least one checked""","""0""",120
NA,"""Vermont""","""50""","""2021""","""2021""","""None checked""","""1""",5263
NA,"""Virginia""","""51""","""2016""","""2016""","""At least one checked""","""0""",2188
NA,"""Virginia""","""51""","""2016""","""2016""","""None checked""","""1""",100263
NA,"""Virginia""","""51""","""2017""","""2017""","""At least one checked""","""0""",2353
NA,"""Virginia""","""51""","""2017""","""2017""","""None checked""","""1""",98029
NA,"""Virginia""","""51""","""2018""","""2018""","""At least one checked""","""0""",2536
NA,"""Virginia""","""51""","""2018""","""2018""","""None checked""","""1""",97305
NA,"""Virginia""","""51""","""2019""","""2019""","""At least one checked""","""0""",2564
NA,"""Virginia""","""51""","""2019""","""2019""","""None checked""","""1""",94846
NA,"""Virginia""","""51""","""2019""","""2019""","""Unknown or Not Stated""","""9""",19
NA,"""Virginia""","""51""","""2020""","""2020""","""At least one checked""","""0""",2637
NA,"""Virginia""","""51""","""2020""","""2020""","""None checked""","""1""",92087
NA,"""Virginia""","""51""","""2020""","""2020""","""Unknown or Not Stated""","""9""",25
NA,"""Virginia""","""51""","""2021""","""2021""","""At least one checked""","""0""",2571
NA,"""Virginia""","""51""","""2021""","""2021""","""None checked""","""1""",93232
NA,"""Virginia""","""51""","""2021""","""2021""","""Unknown or Not Stated""","""9""",22
NA,"""Washington""","""53""","""2016""","""2016""","""At least one checked""","""0""",1907
NA,"""Washington""","""53""","""2016""","""2016""","""None checked""","""1""",88120
NA,"""Washington""","""53""","""2016""","""2016""","""Unknown or Not Stated""","""9""",478
NA,"""Washington""","""53""","""2017""","""2017""","""At least one checked""","""0""",2004
NA,"""Washington""","""53""","""2017""","""2017""","""None checked""","""1""",85135
NA,"""Washington""","""53""","""2017""","""2017""","""Unknown or Not Stated""","""9""",423
NA,"""Washington""","""53""","""2018""","""2018""","""At least one checked""","""0""",1833
NA,"""Washington""","""53""","""2018""","""2018""","""None checked""","""1""",84250
NA,"""Washington""","""53""","""2019""","""2019""","""At least one checked""","""0""",1914
NA,"""Washington""","""53""","""2019""","""2019""","""None checked""","""1""",82950
NA,"""Washington""","""53""","""2019""","""2019""","""Unknown or Not Stated""","""9""",31
NA,"""Washington""","""53""","""2020""","""2020""","""At least one checked""","""0""",1846
NA,"""Washington""","""53""","""2020""","""2020""","""None checked""","""1""",80709
NA,"""Washington""","""53""","""2020""","""2020""","""Unknown or Not Stated""","""9""",531
NA,"""Washington""","""53""","""2021""","""2021""","""At least one checked""","""0""",1840
NA,"""Washington""","""53""","""2021""","""2021""","""None checked""","""1""",81106
NA,"""Washington""","""53""","""2021""","""2021""","""Unknown or Not Stated""","""9""",965
NA,"""West Virginia""","""54""","""2016""","""2016""","""At least one checked""","""0""",905
NA,"""West Virginia""","""54""","""2016""","""2016""","""None checked""","""1""",17899
NA,"""West Virginia""","""54""","""2016""","""2016""","""Unknown or Not Stated""","""9""",275
NA,"""West Virginia""","""54""","""2017""","""2017""","""At least one checked""","""0""",974
NA,"""West Virginia""","""54""","""2017""","""2017""","""None checked""","""1""",17416
NA,"""West Virginia""","""54""","""2017""","""2017""","""Unknown or Not Stated""","""9""",285
NA,"""West Virginia""","""54""","""2018""","""2018""","""At least one checked""","""0""",964
NA,"""West Virginia""","""54""","""2018""","""2018""","""None checked""","""1""",17017
NA,"""West Virginia""","""54""","""2018""","""2018""","""Unknown or Not Stated""","""9""",267
NA,"""West Virginia""","""54""","""2019""","""2019""","""At least one checked""","""0""",934
NA,"""West Virginia""","""54""","""2019""","""2019""","""None checked""","""1""",16616
NA,"""West Virginia""","""54""","""2019""","""2019""","""Unknown or Not Stated""","""9""",586
NA,"""West Virginia""","""54""","""2020""","""2020""","""At least one checked""","""0""",821
NA,"""West Virginia""","""54""","""2020""","""2020""","""None checked""","""1""",16059
NA,"""West Virginia""","""54""","""2020""","""2020""","""Unknown or Not Stated""","""9""",443
NA,"""West Virginia""","""54""","""2021""","""2021""","""At least one checked""","""0""",794
NA,"""West Virginia""","""54""","""2021""","""2021""","""None checked""","""1""",16126
NA,"""West Virginia""","""54""","""2021""","""2021""","""Unknown or Not Stated""","""9""",278
NA,"""Wisconsin""","""55""","""2016""","""2016""","""At least one checked""","""0""",1856
NA,"""Wisconsin""","""55""","""2016""","""2016""","""None checked""","""1""",64075
NA,"""Wisconsin""","""55""","""2016""","""2016""","""Unknown or Not Stated""","""9""",684
NA,"""Wisconsin""","""55""","""2017""","""2017""","""At least one checked""","""0""",1876
NA,"""Wisconsin""","""55""","""2017""","""2017""","""None checked""","""1""",61946
NA,"""Wisconsin""","""55""","""2017""","""2017""","""Unknown or Not Stated""","""9""",1153
NA,"""Wisconsin""","""55""","""2018""","""2018""","""At least one checked""","""0""",1814
NA,"""Wisconsin""","""55""","""2018""","""2018""","""None checked""","""1""",61315
NA,"""Wisconsin""","""55""","""2018""","""2018""","""Unknown or Not Stated""","""9""",969
NA,"""Wisconsin""","""55""","""2019""","""2019""","""At least one checked""","""0""",1776
NA,"""Wisconsin""","""55""","""2019""","""2019""","""None checked""","""1""",60691
NA,"""Wisconsin""","""55""","""2019""","""2019""","""Unknown or Not Stated""","""9""",803
NA,"""Wisconsin""","""55""","""2020""","""2020""","""At least one checked""","""0""",1740
NA,"""Wisconsin""","""55""","""2020""","""2020""","""None checked""","""1""",58142
NA,"""Wisconsin""","""55""","""2020""","""2020""","""Unknown or Not Stated""","""9""",712
NA,"""Wisconsin""","""55""","""2021""","""2021""","""At least one checked""","""0""",1722
NA,"""Wisconsin""","""55""","""2021""","""2021""","""None checked""","""1""",59563
NA,"""Wisconsin""","""55""","""2021""","""2021""","""Unknown or Not Stated""","""9""",496
NA,"""Wyoming""","""56""","""2016""","""2016""","""At least one checked""","""0""",117
NA,"""Wyoming""","""56""","""2016""","""2016""","""None checked""","""1""",7269
NA,"""Wyoming""","""56""","""2017""","""2017""","""At least one checked""","""0""",128
NA,"""Wyoming""","""56""","""2017""","""2017""","""None checked""","""1""",6773
NA,"""Wyoming""","""56""","""2018""","""2018""","""At least one checked""","""0""",113
NA,"""Wyoming""","""56""","""2018""","""2018""","""None checked""","""1""",6449
NA,"""Wyoming""","""56""","""2019""","""2019""","""At least one checked""","""0""",116
NA,"""Wyoming""","""56""","""2019""","""2019""","""None checked""","""1""",6449
NA,"""Wyoming""","""56""","""2020""","""2020""","""At least one checked""","""0""",141
NA,"""Wyoming""","""56""","""2020""","""2020""","""None checked""","""1""",5986
NA,"""Wyoming""","""56""","""2021""","""2021""","""At least one checked""","""0""",138
NA,"""Wyoming""","""56""","""2021""","""2021""","""None checked""","""1""",6097
